"Date" "Time" "Price" "Volume"
"2024-01-31" "11:55:00" 102.87 22053
"2024-01-31" "11:56:00" 102.9 20837
"2024-01-31" "11:57:00" 102.82 19582
"2024-01-31" "11:58:00" 101.92 20826
"2024-01-31" "11:59:00" 102.8 19573
"2024-01-31" "12:00:00" 103.08 19133
"2024-01-31" "12:01:00" 103.08 20115
"2024-01-31" "12:02:00" 101.53 21206
"2024-01-31" "12:03:00" 100.98 19552
"2024-01-31" "12:04:00" 100.19 19137
"2024-01-31" "12:05:00" 100.31 20515
"2024-01-31" "12:06:00" 99.51 20622
"2024-01-31" "12:07:00" 100.27 19390
"2024-01-31" "12:08:00" 101.71 20066
"2024-01-31" "12:09:00" 100.35 18238
"2024-01-31" "12:10:00" 100.57 20288
"2024-01-31" "12:11:00" 100.37 21112
"2024-01-31" "12:12:00" 101.98 20874
"2024-01-31" "12:13:00" 102.78 20696
"2024-01-31" "12:14:00" 104.28 19708
"2024-01-31" "12:15:00" 102.19 20191
"2024-01-31" "12:16:00" 102.02 20061
"2024-01-31" "12:17:00" 103.32 20686
"2024-01-31" "12:18:00" 102.27 19907
"2024-01-31" "12:19:00" 102.08 20851
"2024-01-31" "12:20:00" 100.92 18713
"2024-01-31" "12:21:00" 101.49 19305
"2024-01-31" "12:22:00" 101.84 19108
"2024-01-31" "12:23:00" 100.79 18215
"2024-01-31" "12:24:00" 100.38 18681
"2024-01-31" "12:25:00" 100.56 19178
"2024-01-31" "12:26:00" 98.96 19222
"2024-01-31" "12:27:00" 99.11 19935
"2024-01-31" "12:28:00" 100.06 19631
"2024-01-31" "12:29:00" 102.95 18110
"2024-01-31" "12:30:00" 103.24 19011
"2024-01-31" "12:31:00" 103.2 19348
"2024-01-31" "12:32:00" 102.61 19572
"2024-01-31" "12:33:00" 104.27 19922
"2024-01-31" "12:34:00" 104.92 19535
"2024-01-31" "12:35:00" 105.26 20130
"2024-01-31" "12:36:00" 103.53 20712
"2024-01-31" "12:37:00" 103.71 20053
"2024-01-31" "12:38:00" 105.59 20890
"2024-01-31" "12:39:00" 105.65 20313
"2024-01-31" "12:40:00" 105.22 19491
"2024-01-31" "12:41:00" 106.32 20195
"2024-01-31" "12:42:00" 106.01 20758
"2024-01-31" "12:43:00" 105.66 20781
"2024-01-31" "12:44:00" 103.99 19373
"2024-01-31" "12:45:00" 104.94 18895
"2024-01-31" "12:46:00" 105.26 18644
"2024-01-31" "12:47:00" 104.52 20081
"2024-01-31" "12:48:00" 105.59 19781
"2024-01-31" "12:49:00" 103.65 19093
"2024-01-31" "12:50:00" 102.53 20054
"2024-01-31" "12:51:00" 102.43 20623
"2024-01-31" "12:52:00" 104.39 22563
"2024-01-31" "12:53:00" 105.11 22135
"2024-01-31" "12:54:00" 104.41 21157
"2024-01-31" "12:55:00" 104.66 20530
"2024-01-31" "12:56:00" 105.06 21186
"2024-01-31" "12:57:00" 105.74 20261
"2024-01-31" "12:58:00" 105.47 20913
"2024-01-31" "12:59:00" 105.38 18662
"2024-01-31" "13:00:00" 105.38 19483
"2024-01-31" "13:01:00" 104.19 19663
"2024-01-31" "13:02:00" 103.82 20146
"2024-01-31" "13:03:00" 103.6 17598
"2024-01-31" "13:04:00" 103.06 20439
"2024-01-31" "13:05:00" 102.62 18515
"2024-01-31" "13:06:00" 101.95 19387
"2024-01-31" "13:07:00" 101.77 19906
"2024-01-31" "13:08:00" 102.44 19530
"2024-01-31" "13:09:00" 102.86 20772
"2024-01-31" "13:10:00" 103.15 21518
"2024-01-31" "13:11:00" 103.37 23586
"2024-01-31" "13:12:00" 103.98 22005
"2024-01-31" "13:13:00" 103.85 20628
"2024-01-31" "13:14:00" 104.33 20547
"2024-01-31" "13:15:00" 104.8 21562
"2024-01-31" "13:16:00" 104.7 19629
"2024-01-31" "13:17:00" 105.3 20306
"2024-01-31" "13:18:00" 103.92 23160
"2024-01-31" "13:19:00" 102.28 22587
"2024-01-31" "13:20:00" 100.61 20713
"2024-01-31" "13:21:00" 99.54 20115
"2024-01-31" "13:22:00" 99.96 19433
"2024-01-31" "13:23:00" 99.63 18570
"2024-01-31" "13:24:00" 101.11 18381
"2024-01-31" "13:25:00" 100.65 19974
"2024-01-31" "13:26:00" 100.13 19533
"2024-01-31" "13:27:00" 100.66 17722
"2024-01-31" "13:28:00" 100.57 17510
"2024-01-31" "13:29:00" 98.32 19140
"2024-01-31" "13:30:00" 96.84 18273
"2024-01-31" "13:31:00" 96.19 19604
"2024-01-31" "13:32:00" 96.4 20119
"2024-01-31" "13:33:00" 96.54 18823
"2024-01-31" "13:34:00" 98.39 19596
"2024-01-31" "13:35:00" 99.34 18947
"2024-01-31" "13:36:00" 97.89 20844
"2024-01-31" "13:37:00" 97.6 19876
"2024-01-31" "13:38:00" 97.74 20458
"2024-01-31" "13:39:00" 98.11 18521
"2024-01-31" "13:40:00" 98.79 19861
"2024-01-31" "13:41:00" 97.82 19112
"2024-01-31" "13:42:00" 97.96 19294
"2024-01-31" "13:43:00" 98.88 21615
"2024-01-31" "13:44:00" 97.65 20517
"2024-01-31" "13:45:00" 97.43 20409
"2024-01-31" "13:46:00" 98.77 20606
"2024-01-31" "13:47:00" 97.75 20782
"2024-01-31" "13:48:00" 98.81 21490
"2024-01-31" "13:49:00" 98.65 20293
"2024-01-31" "13:50:00" 97.93 21148
"2024-01-31" "13:51:00" 99.13 21434
"2024-01-31" "13:52:00" 99.91 20618
"2024-01-31" "13:53:00" 100.17 21495
"2024-01-31" "13:54:00" 100.63 20074
"2024-01-31" "13:55:00" 99.04 19743
"2024-01-31" "13:56:00" 98.84 20591
"2024-01-31" "13:57:00" 98.5 22152
"2024-01-31" "13:58:00" 97.71 23776
"2024-01-31" "13:59:00" 98.16 22544
"2024-01-31" "14:00:00" 97.83 21925
"2024-01-31" "14:01:00" 99.49 20332
"2024-01-31" "14:02:00" 99.33 19036
"2024-01-31" "14:03:00" 99.9 20111
"2024-01-31" "14:04:00" 100.4 19075
"2024-01-31" "14:05:00" 100.44 18799
"2024-01-31" "14:06:00" 100.9 18961
"2024-01-31" "14:07:00" 100.75 19850
"2024-01-31" "14:08:00" 101.33 22794
"2024-01-31" "14:09:00" 102.45 21696
"2024-01-31" "14:10:00" 101.39 20424
"2024-01-31" "14:11:00" 101.42 19231
"2024-01-31" "14:12:00" 100.35 21968
"2024-01-31" "14:13:00" 100.99 22347
"2024-01-31" "14:14:00" 102.11 21432
"2024-01-31" "14:15:00" 101.23 22197
"2024-01-31" "14:16:00" 101.27 20429
"2024-01-31" "14:17:00" 102.41 20823
"2024-01-31" "14:18:00" 103.74 21000
"2024-01-31" "14:19:00" 102.41 19218
"2024-01-31" "14:20:00" 102.06 19619
"2024-01-31" "14:21:00" 102.46 19264
"2024-01-31" "14:22:00" 103.04 20515
"2024-01-31" "14:23:00" 102.23 20183
"2024-01-31" "14:24:00" 103.01 21497
"2024-01-31" "14:25:00" 104.81 20522
"2024-01-31" "14:26:00" 105.06 21460
"2024-01-31" "14:27:00" 103.91 20922
"2024-01-31" "14:28:00" 103.85 18729
"2024-01-31" "14:29:00" 103.08 20321
"2024-01-31" "14:30:00" 103.64 20344
"2024-01-31" "14:31:00" 101.99 20020
"2024-01-31" "14:32:00" 102.74 21010
"2024-01-31" "14:33:00" 103.19 18967
"2024-01-31" "14:34:00" 103.97 20458
"2024-01-31" "14:35:00" 104.5 19203
"2024-01-31" "14:36:00" 104.6 19925
"2024-01-31" "14:37:00" 105.17 20261
"2024-01-31" "14:38:00" 103.73 19771
"2024-01-31" "14:39:00" 103.64 20514
"2024-01-31" "14:40:00" 102.61 21919
"2024-01-31" "14:41:00" 104 21732
"2024-01-31" "14:42:00" 104.76 21643
"2024-01-31" "14:43:00" 104.62 21954
"2024-01-31" "14:44:00" 105.73 22306
"2024-01-31" "14:45:00" 103.97 21589
"2024-01-31" "14:46:00" 102.77 21463
"2024-01-31" "14:47:00" 102.97 21871
"2024-01-31" "14:48:00" 101.89 22186
"2024-01-31" "14:49:00" 101.57 22004
"2024-01-31" "14:50:00" 101.5 20242
"2024-01-31" "14:51:00" 101.36 19981
"2024-01-31" "14:52:00" 100.83 21391
"2024-01-31" "14:53:00" 99.1 20656
"2024-01-31" "14:54:00" 99.49 20035
"2024-01-31" "14:55:00" 100.72 21730
"2024-01-31" "14:56:00" 99.07 21648
"2024-01-31" "14:57:00" 99.18 21092
"2024-01-31" "14:58:00" 101.28 21573
"2024-01-31" "14:59:00" 101.3 20334
"2024-01-31" "15:00:00" 100.87 22353
"2024-01-31" "15:01:00" 100.9 21496
"2024-01-31" "15:02:00" 101.61 21886
"2024-01-31" "15:03:00" 101.41 22647
"2024-01-31" "15:04:00" 101.28 22923
"2024-01-31" "15:05:00" 101.81 22279
"2024-01-31" "15:06:00" 101.2 22693
"2024-01-31" "15:07:00" 101.22 22067
"2024-01-31" "15:08:00" 101.73 20809
"2024-01-31" "15:09:00" 100.76 19652
"2024-01-31" "15:10:00" 100.22 19990
"2024-01-31" "15:11:00" 97.73 19107
"2024-01-31" "15:12:00" 98.21 20227
"2024-01-31" "15:13:00" 98.28 19881
"2024-01-31" "15:14:00" 98.18 20003
"2024-01-31" "15:15:00" 98.85 19373
"2024-01-31" "15:16:00" 97.62 20160
"2024-01-31" "15:17:00" 96.83 20709
"2024-01-31" "15:18:00" 96.46 21200
"2024-01-31" "15:19:00" 96.11 21408
"2024-01-31" "15:20:00" 96.1 22009
"2024-01-31" "15:21:00" 95.45 21558
"2024-01-31" "15:22:00" 95.78 19594
"2024-01-31" "15:23:00" 97.84 20307
"2024-01-31" "15:24:00" 98.78 20227
"2024-01-31" "15:25:00" 99.56 20522
"2024-01-31" "15:26:00" 100.1 21141
"2024-01-31" "15:27:00" 99.89 21402
"2024-01-31" "15:28:00" 100.91 20132
"2024-01-31" "15:29:00" 100.88 21669
"2024-01-31" "15:30:00" 101.5 22400
"2024-01-31" "15:31:00" 100.22 21532
"2024-01-31" "15:32:00" 98.87 22049
"2024-01-31" "15:33:00" 99.22 21636
"2024-01-31" "15:34:00" 98.55 20866
"2024-01-31" "15:35:00" 99.79 23313
"2024-01-31" "15:36:00" 100.72 21369
"2024-01-31" "15:37:00" 99.9 22077
"2024-01-31" "15:38:00" 98.68 22347
"2024-01-31" "15:39:00" 98.54 22469
"2024-01-31" "15:40:00" 98.56 21487
"2024-01-31" "15:41:00" 99 21558
"2024-01-31" "15:42:00" 99.94 22041
"2024-01-31" "15:43:00" 98.74 20607
"2024-01-31" "15:44:00" 97 22743
"2024-01-31" "15:45:00" 96.75 21947
"2024-01-31" "15:46:00" 97.27 22099
"2024-01-31" "15:47:00" 98.43 20826
"2024-01-31" "15:48:00" 97.47 22403
"2024-01-31" "15:49:00" 95.96 23232
"2024-01-31" "15:50:00" 97.43 23101
"2024-01-31" "15:51:00" 99.33 22020
"2024-01-31" "15:52:00" 98.53 22425
"2024-01-31" "15:53:00" 99.19 20965
"2024-01-31" "15:54:00" 100.03 21628
"2024-01-31" "15:55:00" 99.25 22263
"2024-01-31" "15:56:00" 98.56 21936
"2024-01-31" "15:57:00" 98.4 21495
"2024-01-31" "15:58:00" 97.4 21944
"2024-01-31" "15:59:00" 97.48 24909
"2024-02-01" "09:30:00" 94.17 21638
"2024-02-01" "09:31:00" 95.13 21141
"2024-02-01" "09:32:00" 95.42 22159
"2024-02-01" "09:33:00" 94.95 22203
"2024-02-01" "09:34:00" 97.46 21656
"2024-02-01" "09:35:00" 97.47 20948
"2024-02-01" "09:36:00" 95.49 20829
"2024-02-01" "09:37:00" 95.35 23020
"2024-02-01" "09:38:00" 95.52 22251
"2024-02-01" "09:39:00" 95.19 22959
"2024-02-01" "09:40:00" 95.18 22141
"2024-02-01" "09:41:00" 94.13 21590
"2024-02-01" "09:42:00" 96.91 20147
"2024-02-01" "09:43:00" 96.73 21036
"2024-02-01" "09:44:00" 98.08 19672
"2024-02-01" "09:45:00" 100.23 21243
"2024-02-01" "09:46:00" 99.51 21086
"2024-02-01" "09:47:00" 100.14 21341
"2024-02-01" "09:48:00" 100.23 21402
"2024-02-01" "09:49:00" 101.53 22509
"2024-02-01" "09:50:00" 101.24 22221
"2024-02-01" "09:51:00" 101.16 20159
"2024-02-01" "09:52:00" 101.17 22817
"2024-02-01" "09:53:00" 101.61 23503
"2024-02-01" "09:54:00" 103.2 23928
"2024-02-01" "09:55:00" 103.38 22905
"2024-02-01" "09:56:00" 102.33 22597
"2024-02-01" "09:57:00" 103.82 21760
"2024-02-01" "09:58:00" 102.61 21227
"2024-02-01" "09:59:00" 102.87 21491
"2024-02-01" "10:00:00" 101.48 21187
"2024-02-01" "10:01:00" 103.13 22056
"2024-02-01" "10:02:00" 102.61 21560
"2024-02-01" "10:03:00" 102.76 20608
"2024-02-01" "10:04:00" 102.83 22270
"2024-02-01" "10:05:00" 101.88 21747
"2024-02-01" "10:06:00" 101.83 20172
"2024-02-01" "10:07:00" 101.33 21873
"2024-02-01" "10:08:00" 100.24 21849
"2024-02-01" "10:09:00" 101.69 21653
"2024-02-01" "10:10:00" 101.77 20203
"2024-02-01" "10:11:00" 100.92 19774
"2024-02-01" "10:12:00" 100.95 20399
"2024-02-01" "10:13:00" 98.73 20862
"2024-02-01" "10:14:00" 98.05 22385
"2024-02-01" "10:15:00" 98.8 21524
"2024-02-01" "10:16:00" 97.93 21620
"2024-02-01" "10:17:00" 97.6 23118
"2024-02-01" "10:18:00" 98.38 20662
"2024-02-01" "10:19:00" 98.16 20609
"2024-02-01" "10:20:00" 98.06 20025
"2024-02-01" "10:21:00" 99.85 20295
"2024-02-01" "10:22:00" 99.01 20819
"2024-02-01" "10:23:00" 97.38 19991
"2024-02-01" "10:24:00" 96.35 20904
"2024-02-01" "10:25:00" 95.72 21310
"2024-02-01" "10:26:00" 96.01 22396
"2024-02-01" "10:27:00" 96.65 22048
"2024-02-01" "10:28:00" 93.44 21692
"2024-02-01" "10:29:00" 93.98 20850
"2024-02-01" "10:30:00" 93.77 22187
"2024-02-01" "10:31:00" 94.24 21977
"2024-02-01" "10:32:00" 94.43 21897
"2024-02-01" "10:33:00" 93.45 20419
"2024-02-01" "10:34:00" 93.91 20452
"2024-02-01" "10:35:00" 93.65 20159
"2024-02-01" "10:36:00" 94.32 19898
"2024-02-01" "10:37:00" 93.19 20065
"2024-02-01" "10:38:00" 93.84 21047
"2024-02-01" "10:39:00" 94.61 21188
"2024-02-01" "10:40:00" 94.79 22126
"2024-02-01" "10:41:00" 95.65 21722
"2024-02-01" "10:42:00" 97.54 22358
"2024-02-01" "10:43:00" 98.73 22741
"2024-02-01" "10:44:00" 99.24 19822
"2024-02-01" "10:45:00" 101.05 21611
"2024-02-01" "10:46:00" 98.23 20210
"2024-02-01" "10:47:00" 98.8 21161
"2024-02-01" "10:48:00" 99.16 21569
"2024-02-01" "10:49:00" 97.95 21180
"2024-02-01" "10:50:00" 95.96 19414
"2024-02-01" "10:51:00" 96.79 19785
"2024-02-01" "10:52:00" 96.78 20970
"2024-02-01" "10:53:00" 97.33 21025
"2024-02-01" "10:54:00" 97.93 20178
"2024-02-01" "10:55:00" 98.3 19125
"2024-02-01" "10:56:00" 97.75 18832
"2024-02-01" "10:57:00" 96.59 20152
"2024-02-01" "10:58:00" 95.94 19793
"2024-02-01" "10:59:00" 95.18 19045
"2024-02-01" "11:00:00" 96.39 19365
"2024-02-01" "11:01:00" 96.7 20453
"2024-02-01" "11:02:00" 96.46 21086
"2024-02-01" "11:03:00" 96.48 20124
"2024-02-01" "11:04:00" 96.79 21213
"2024-02-01" "11:05:00" 95.8 21720
"2024-02-01" "11:06:00" 97.22 22635
"2024-02-01" "11:07:00" 97.68 20806
"2024-02-01" "11:08:00" 96.93 21301
"2024-02-01" "11:09:00" 97.72 20923
"2024-02-01" "11:10:00" 98.36 20141
"2024-02-01" "11:11:00" 97.1 20550
"2024-02-01" "11:12:00" 97.32 21331
"2024-02-01" "11:13:00" 97.22 21468
"2024-02-01" "11:14:00" 96.55 18734
"2024-02-01" "11:15:00" 97.09 18398
"2024-02-01" "11:16:00" 97.12 19874
"2024-02-01" "11:17:00" 98.25 19432
"2024-02-01" "11:18:00" 99.07 19619
"2024-02-01" "11:19:00" 99.28 20368
"2024-02-01" "11:20:00" 98.26 17865
"2024-02-01" "11:21:00" 97.28 20489
"2024-02-01" "11:22:00" 96.51 19500
"2024-02-01" "11:23:00" 95.16 20828
"2024-02-01" "11:24:00" 96.99 20304
"2024-02-01" "11:25:00" 98.03 19773
"2024-02-01" "11:26:00" 100.06 20435
"2024-02-01" "11:27:00" 99.45 18491
"2024-02-01" "11:28:00" 98.65 19053
"2024-02-01" "11:29:00" 98.65 19193
"2024-02-01" "11:30:00" 97.07 20109
"2024-02-01" "11:31:00" 97.05 19827
"2024-02-01" "11:32:00" 97.62 22266
"2024-02-01" "11:33:00" 97.7 20960
"2024-02-01" "11:34:00" 97.6 20191
"2024-02-01" "11:35:00" 97.33 20868
"2024-02-01" "11:36:00" 98.17 20831
"2024-02-01" "11:37:00" 99.14 20925
"2024-02-01" "11:38:00" 98.42 20852
"2024-02-01" "11:39:00" 99.19 20062
"2024-02-01" "11:40:00" 100.34 19057
"2024-02-01" "11:41:00" 101.15 19506
"2024-02-01" "11:42:00" 101.89 19444
"2024-02-01" "11:43:00" 101.05 20019
"2024-02-01" "11:44:00" 100.37 20506
"2024-02-01" "11:45:00" 98.95 21912
"2024-02-01" "11:46:00" 97.67 21686
"2024-02-01" "11:47:00" 98.3 20629
"2024-02-01" "11:48:00" 97.76 18764
"2024-02-01" "11:49:00" 97.13 19128
"2024-02-01" "11:50:00" 98.14 19080
"2024-02-01" "11:51:00" 97.52 20853
"2024-02-01" "11:52:00" 97.54 19629
"2024-02-01" "11:53:00" 96.89 21695
"2024-02-01" "11:54:00" 96.01 21635
"2024-02-01" "11:55:00" 97.1 21525
"2024-02-01" "11:56:00" 98.19 20587
"2024-02-01" "11:57:00" 98.17 21306
"2024-02-01" "11:58:00" 98.55 21174
"2024-02-01" "11:59:00" 99.28 20011
"2024-02-01" "12:00:00" 99.44 20139
"2024-02-01" "12:01:00" 98.48 19195
"2024-02-01" "12:02:00" 99.31 20623
"2024-02-01" "12:03:00" 99.72 20247
"2024-02-01" "12:04:00" 100.65 20408
"2024-02-01" "12:05:00" 99.52 20263
"2024-02-01" "12:06:00" 100.8 20728
"2024-02-01" "12:07:00" 100.68 19710
"2024-02-01" "12:08:00" 99.8 19898
"2024-02-01" "12:09:00" 98.92 19882
"2024-02-01" "12:10:00" 98.24 19478
"2024-02-01" "12:11:00" 98.58 19596
"2024-02-01" "12:12:00" 99.25 19231
"2024-02-01" "12:13:00" 98.89 20077
"2024-02-01" "12:14:00" 100.04 19009
"2024-02-01" "12:15:00" 98.67 20101
"2024-02-01" "12:16:00" 98.66 20525
"2024-02-01" "12:17:00" 98.73 19347
"2024-02-01" "12:18:00" 98.89 22012
"2024-02-01" "12:19:00" 99.88 20927
"2024-02-01" "12:20:00" 102.25 18713
"2024-02-01" "12:21:00" 101.71 20413
"2024-02-01" "12:22:00" 102.66 19938
"2024-02-01" "12:23:00" 101.73 19105
"2024-02-01" "12:24:00" 102.72 21914
"2024-02-01" "12:25:00" 103.14 21703
"2024-02-01" "12:26:00" 103.23 21582
"2024-02-01" "12:27:00" 102.45 19564
"2024-02-01" "12:28:00" 101.61 20871
"2024-02-01" "12:29:00" 100.2 20810
"2024-02-01" "12:30:00" 99.59 20616
"2024-02-01" "12:31:00" 99.39 20983
"2024-02-01" "12:32:00" 96.93 21915
"2024-02-01" "12:33:00" 97.71 20349
"2024-02-01" "12:34:00" 97.01 19445
"2024-02-01" "12:35:00" 97.72 19738
"2024-02-01" "12:36:00" 97.72 18755
"2024-02-01" "12:37:00" 97.13 17620
"2024-02-01" "12:38:00" 96.75 20794
"2024-02-01" "12:39:00" 97.58 20596
"2024-02-01" "12:40:00" 98.41 20270
"2024-02-01" "12:41:00" 99.49 19835
"2024-02-01" "12:42:00" 97.97 20447
"2024-02-01" "12:43:00" 97.05 19086
"2024-02-01" "12:44:00" 97.55 19687
"2024-02-01" "12:45:00" 97.54 19721
"2024-02-01" "12:46:00" 97.49 20364
"2024-02-01" "12:47:00" 100.2 17008
"2024-02-01" "12:48:00" 97.79 18689
"2024-02-01" "12:49:00" 96.82 20324
"2024-02-01" "12:50:00" 96.69 20137
"2024-02-01" "12:51:00" 96.77 19492
"2024-02-01" "12:52:00" 96.28 19757
"2024-02-01" "12:53:00" 96.12 18103
"2024-02-01" "12:54:00" 97.49 18325
"2024-02-01" "12:55:00" 98.23 19933
"2024-02-01" "12:56:00" 97.01 21124
"2024-02-01" "12:57:00" 99.24 21878
"2024-02-01" "12:58:00" 99.48 21181
"2024-02-01" "12:59:00" 100.92 18766
"2024-02-01" "13:00:00" 102.07 18003
"2024-02-01" "13:01:00" 99.04 18684
"2024-02-01" "13:02:00" 99.05 19475
"2024-02-01" "13:03:00" 99.15 19538
"2024-02-01" "13:04:00" 100.46 21674
"2024-02-01" "13:05:00" 100.43 20620
"2024-02-01" "13:06:00" 99.45 20902
